PRIMARY_KEY,REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20152810030,10/08/2015,323,M,WHITE,E 7TH ST / N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117148,10070276,GEORGE,3
20152810040,10/08/2015,38,M,WHITE,100 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112559,10068402,DAVID,9
20152810072,10/08/2015,105,F,HISPANIC OR LATINO,3800 BLOCK N IH 35 UPPER DECK NB,NO = 2,,,,,3120680,10079232,CHARLIE,9
20152810084,10/08/2015,116,M,HISPANIC OR LATINO,300 BLOCK E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129377,10104746,ADAM PD,4
20152810093,10/08/2015,124,M,WHITE,2500 S IH 35 SB,NO = 2,,,,,3114645,10057444,DAVID,9
20152810124,10/08/2015,215,M,WHITE,5300 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109446,10046943,FRANK,2
20152810141,10/08/2015,248,F,WHITE,1100 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117343,10071637,CHARLIE,1
20152810141,10/08/2015,248,M,WHITE,1100 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117343,10071637,CHARLIE,1
20152810145,10/08/2015,436,M,WHITE,2800 GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114281,10080003,BAKER,9
20152810149,10/08/2015,337,F,WHITE,1600 W 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107791,10072785,BAKER,9
20152810588,10/08/2015,1511,M,WHITE,1800 W STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3098229,10050842,DAVID,5
20152810682,10/08/2015,1159,M,ASIAN,3600 PRESIDENTIAL BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138768,10047351,APT,2
20152811068,10/08/2015,1425,M,HISPANIC OR LATINO,1000 BLOCK HOLLY ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116798,10066692,GEORGE,3
20152811614,10/08/2015,1945,F,BLACK,10200 GOLDEN MEADOW DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123248,10111634,EDWARD,4
20152811663,10/08/2015,2255,M,HISPANIC OR LATINO,4400 BLOCK S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115316,10048097,FRANK,2
20152811663,10/08/2015,2255,F,HISPANIC OR LATINO,4400 BLOCK S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115316,10048097,FRANK,2
20152811700,10/08/2015,2034,F,WHITE,2200 ANDREW ZILKER RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105541,10069747,DAVID,8
20152811783,10/08/2015,2242,F,WHITE,1100 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117615,10071942,GEORGE,1
20152811790,10/08/2015,2132,F,HISPANIC OR LATINO,600 W WILLIAM CANNON DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101178,10044981,FRANK,2
20152811832,10/08/2015,2237,M,BLACK,3200 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126517,10076354,CHARLIE,1
20152811885,10/08/2015,2332,M,HISPANIC OR LATINO,1400 E ST JOHNS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3129856,10092183,IDA,4
20152820058,10/09/2015,132,M,BLACK,11400 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134482,10111428,EDWARD,7
20152820063,10/09/2015,129,M,HISPANIC OR LATINO,600 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130375,10104307,EDWARD,4
20152820109,10/09/2015,123,F,HISPANIC OR LATINO,WILLOW ST / PEDERNALES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122527,10065642,CHARLIE,3
20152820109,10/09/2015,123,M,BLACK,WILLOW ST / PEDERNALES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122527,10065642,CHARLIE,3
20152820143,10/09/2015,156,M,WHITE,700 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111602,10067394,DAVID,9
20152820167,10/09/2015,220,M,BLACK,700 E 8TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116633,10070836,GEORGE,9
20152820171,10/09/2015,421,M,WHITE,12680 TECH RIDGE BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3139513,10119632,EDWARD,7
20152820181,10/09/2015,507,M,HISPANIC OR LATINO,5300 BLOCK S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109466,10047320,FRANK,3
20152820186,10/09/2015,236,M,WHITE,1500 BLOCK N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118087,10074249,GEORGE,1
20152820290,10/09/2015,511,M,WHITE,11200 BLOCK N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134137,10110134,EDWARD,1
20152820463,10/09/2015,825,F,HISPANIC OR LATINO,4701 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110888,10048857,FRANK,2
20152820590,10/09/2015,944,F,HISPANIC OR LATINO,1100 W LIVE OAK ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107527,10062967,DAVID,9
20152821206,10/09/2015,1651,M,WHITE,8400 BURNET RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117855,10106095,BAKER,7
20152821578,10/09/2015,2131,M,HISPANIC OR LATINO,5000 BLOCK E BEN WHITE BLVD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121285,10051141,DAVID,3
20152821661,10/09/2015,2019,M,WHITE,4300 PARKWOOD RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123501,10081996,CHARLIE,9
20152821933,10/10/2015,126,M,HISPANIC OR LATINO,1800 CROSSING PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122807,10058159,HENR,3
20152821953,10/09/2015,2244,M,BLACK,1600 W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130681,10123375,EDWARD,7
20152822004,10/10/2015,158,M,UNKNOWN,2000 W 35TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109653,10085509,BAKER,10
20152822057,10/10/2015,312,M,BLACK,1900 BLOCK E BEN WHITE BLVD SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113984,10051749,DAVID,2
20152830019,10/10/2015,15,M,HISPANIC OR LATINO,W NORTH LOOP BLVD / GROVER AVE,NO = 2,,,,,3116625,10090904,BAKER,7
20152830061,10/10/2015,145,M,HISPANIC OR LATINO,401 W ST JOHNS AVE,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123312,10095931,IDA,4
20152830061,10/10/2015,145,F,HISPANIC OR LATINO,401 W ST JOHNS AVE,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123312,10095931,IDA,4
20152830160,10/10/2015,154,M,HISPANIC OR LATINO,400 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131225,10064145,CHARLIE,3
20152830198,10/10/2015,346,M,BLACK,RESEARCH BLVD SVRD NB / ANDERSON SQ,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122613,10101883,IDA,4
20152830211,10/10/2015,231,M,BLACK,4500 BLOCK S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115027,10047415,FRANK,2
20152830255,10/10/2015,301,M,BLACK,10900 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133513,10109450,EDWARD,1
20152840018,10/11/2015,8,F,WHITE,1900 RAVENSCROFT DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3086184,10029862,FRANK,5
20152840029,10/11/2015,15,M,WHITE,E WILLIAM CANNON DR / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106347,10042258,FRANK,2
20152840059,10/11/2015,228,M,WHITE,SPICEWOOD SPRINGS RD / N CAPITAL OF TEXAS HWY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105781,10113100,BAKER,10
20152840071,10/11/2015,151,M,BLACK,7500 BLOCK S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3104079,10038623,EDWARD,2
20152840137,10/11/2015,102,M,HISPANIC OR LATINO,5600 LIBYAN CIR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099646,10049879,FRANK,2
20152840161,10/11/2015,311,M,HISPANIC OR LATINO,2800 BLOCK WEBBERVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124678,10070106,CHARLIE,1
20152840191,10/11/2015,136,F,HISPANIC OR LATINO,800 CUMBERLAND RD,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107923,10060052,DAVID,3
20152840198,10/11/2015,139,M,HISPANIC OR LATINO,9400 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096591,10034102,FRANK,5
20152840312,10/11/2015,249,M,HISPANIC OR LATINO,8501 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3097918,10037362,FRANK,2
20152840379,10/11/2015,336,M,HISPANIC OR LATINO,12900 BLOCK N US 183 HWY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100804,10133234,ADAM PD,6
20152840989,10/11/2015,1348,M,HISPANIC OR LATINO,S CONGRESS AVE / AINSWORTH ST,NO = 2,,,,,3104578,10046950,FRANK,3
20152841450,10/11/2015,2000,M,HISPANIC OR LATINO,4700 BRASSIEWOOD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112589,10040552,FRANK,2
20152841604,10/11/2015,2238,F,WHITE,W BRAKER LN / N MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116194,10117375,ADAM PD,7
20152841674,10/11/2015,2129,M,HISPANIC OR LATINO,11700 N IH 35 SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135197,10113822,EDWARD,7
20152841707,10/12/2015,49,F,WHITE,12600 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133582,10123048,OOC,7
20152841709,10/11/2015,2317,M,BLACK,8810 GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127766,10102404,EDWARD,4
20152841712,10/11/2015,2252,M,HISPANIC OR LATINO,1901 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107758,10041483,FRANK,2
20152841713,10/11/2015,2200,M,HISPANIC OR LATINO,2400 E 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123070,10073391,CHARLIE,1
20152841810,10/12/2015,32,M,WHITE,6700 BLOCK SKYNOOK DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102611,10043341,FRANK,2
20152841841,10/11/2015,2311,M,BLACK,13900 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095247,10143483,ADAM PD,6
20152841907,10/11/2015,2336,M,BLACK,4900 HEFLIN LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134099,10077173,CHARLIE,1
20152850051,10/12/2015,33,M,WHITE,600 SAN JACINTO BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115070,10070567,GEORGE,9
20152850061,10/12/2015,48,M,WHITE,9000 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130071,10102317,EDWARD,4
20152850072,10/12/2015,101,M,WHITE,500 BLOCK TRINITY ST,NO = 2,,,,,3115341,10070251,GEORGE,9
20152850119,10/12/2015,146,M,HISPANIC OR LATINO,S IH 35 SVRD SB / WOODWARD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113147,10054510,DAVID,3
20152850119,10/12/2015,146,M,HISPANIC OR LATINO,S IH 35 SVRD SB / WOODWARD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113147,10054510,DAVID,3
20152850159,10/12/2015,448,M,HISPANIC OR LATINO,700 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116612,10070581,GEORGE,9
20152850161,10/12/2015,238,F,ASIAN,5900 BLOCK N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125228,10089707,IDA,4
20152850165,10/12/2015,243,M,HISPANIC OR LATINO,7800 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127097,10097584,EDWARD,4
20152850233,10/12/2015,624,M,HISPANIC OR LATINO,1500 EAST SIDE DR,NO = 2,,,,,3113784,10063163,HENR,9
20152850546,10/12/2015,951,M,BLACK,1900 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117102,10057503,HENR,3
20152850806,10/12/2015,1251,M,WHITE,GREENFIELD PKWY / E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3116125,10057958,HENR,9
20152850903,10/12/2015,1400,F,WHITE,1700 BLOCK E 2ND ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3119763,10067551,GEORGE,3
20152850909,10/12/2015,1427,F,WHITE,E OLTORF ST / DOUGLAS ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118172,10057001,DAVID,3
20152850909,10/12/2015,1427,F,WHITE,E OLTORF ST / DOUGLAS ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118172,10057001,DAVID,3
20152851457,10/12/2015,1951,M,BLACK,5500 BLOCK AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123010,10088823,IDA,4
20152851599,10/12/2015,2253,M,HISPANIC OR LATINO,110 E SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102053,10033748,FRANK,2
20152851627,10/12/2015,2354,F,WHITE,7902 ROSENBERRY DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116181,10031173,FRANK,2
20152851641,10/13/2015,109,M,HISPANIC OR LATINO,N MOPAC EXPY SB / RESEARCH TO N MOPAC SB RAMP,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114295,10109664,BAKER,10
20152851645,10/12/2015,2157,M,HISPANIC OR LATINO,11000 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123547,10115123,ADAM PD,4
20152851687,10/12/2015,2222,M,HISPANIC OR LATINO,2100 W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3088694,10035924,FRANK,5
20152851708,10/12/2015,2233,F,BLACK,2200 BLOCK W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094273,10046733,FRANK,5
20152851773,10/13/2015,614,M,BLACK,9600 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099407,10031322,FRANK,5
20152860027,10/13/2015,23,M,BLACK,8800 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129658,10101529,EDWARD,4
20152860060,10/13/2015,52,M,BLACK,6911 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125727,10093477,IDA,4
20152860086,10/13/2015,118,M,BLACK,1925 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126448,10076559,CHARLIE,1
20152860097,10/13/2015,202,M,WHITE,AIRPORT BLVD / SCHIEFFER AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125111,10080484,BAKER,9
20152860112,10/13/2015,202,M,WHITE,S IH 35 SVRD NB / E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108318,10045196,FRANK,2
20152860123,10/13/2015,212,M,HISPANIC OR LATINO,4900 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103804,10051085,DAVID,3
