REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE
6/20/2015,620,F,HISPANIC OR LATINO,700 TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,516","10,070,801"
6/20/2015,354,M,HISPANIC OR LATINO,1700 E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,108,788","10,044,980"
6/20/2015,"1,135",M,WHITE,11900 BLOCK JOLLYVILLE RD,NO = 2,,,,"3,108,214","10,127,465"
6/20/2015,"1,513",F,WHITE,199 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,100,352","10,080,654"
6/20/2015,"1,747",M,HISPANIC OR LATINO,12100 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,347","10,120,352"
6/20/2015,"1,921",M,BLACK,5200 LOYOLA LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,138,720","10,084,764"
6/20/2015,"2,124",F,HISPANIC OR LATINO,600 E 7TH ST,NO = 2,,,,"3,116,286","10,070,603"
6/20/2015,"2,144",M,HISPANIC OR LATINO,10700 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,906","10,110,576"
6/21/2015,"2,240",M,HISPANIC OR LATINO,MANOR RD / SUSQUEHANNA LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,138,472","10,087,699"
6/20/2015,"2,339",F,BLACK,7400 BLOCK ED BLUESTEIN BLVD SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,139,066","10,088,412"
6/20/2015,"2,319",M,HISPANIC OR LATINO,9000 RESEARCH BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,119,406","10,108,678"
6/21/2015,201,M,BLACK,6200 CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,212","10,089,771"
6/21/2015,252,M,HISPANIC OR LATINO,6118 FAIRWAY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,180","10,056,845"
6/21/2015,137,M,BLACK,E 2ND ST / ROBERT T MARTINEZ JR ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,519","10,066,768"
6/21/2015,226,M,WHITE,W 37TH ST / GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,356","10,083,110"
6/21/2015,152,M,HISPANIC OR LATINO,800 BLOCK W 6TH ST,NO = 2,,,,"3,111,739","10,071,612"
6/21/2015,159,M,BLACK,E WILLIAM CANNON DR / S IH 35 SVRD NB,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,106,347","10,042,258"
6/21/2015,253,M,WHITE,4000 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,076","10,052,622"
6/21/2015,254,M,WHITE,700 E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,520","10,070,158"
6/21/2015,502,M,WHITE,12800 N MOPAC EXPY NB,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,502","10,131,271"
6/21/2015,600,F,HISPANIC OR LATINO,2000 S IH 35 NB,NO = 2,SUSPICIOUS PERSON / VEHICLE,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,748","10,059,562"
6/21/2015,607,M,BLACK,50 N IH 35 SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,174","10,066,513"
6/21/2015,952,F,WHITE,2500 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,704","10,059,020"
6/21/2015,"1,620",M,BLACK,500 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,952","10,070,759"
6/21/2015,"1,929",M,HISPANIC OR LATINO,E 11TH ST / CURVE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,283","10,071,381"
6/21/2015,"1,756",M,BLACK,N MOPAC EXPY SVRD NB / W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,385","10,126,277"
6/21/2015,"2,222",M,HISPANIC OR LATINO,9400 N LAMAR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,950","10,105,735"
6/21/2015,"2,217",M,HISPANIC OR LATINO,9915 N LAMAR BLVD,NO = 2,CALL FOR SERVICE,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,944","10,107,747"
6/21/2015,"2,259",M,HISPANIC OR LATINO,619 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,175","10,070,192"
6/21/2015,"2,236",F,HISPANIC OR LATINO,600 E STASSNEY LN,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,106,340","10,046,381"
6/22/2015,312,M,BLACK,7300 CARVER AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,672","10,094,343"
6/21/2015,"2,244",M,HISPANIC OR LATINO,E 51ST ST / BERKMAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,868","10,084,110"
6/22/2015,59,M,HISPANIC OR LATINO,1900 WILLOW CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,113","10,058,662"
6/22/2015,110,M,WHITE,5500 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,753","10,048,030"
6/22/2015,426,M,WHITE,300 E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,619","10,068,818"
6/22/2015,232,M,HISPANIC OR LATINO,E RIVERSIDE DR / S 35 NB TO RIVERSIDE EB RAMP,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,217","10,063,383"
6/22/2015,326,F,HISPANIC OR LATINO,2100 WICKERSHAM LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,437","10,057,605"
6/22/2015,405,M,BLACK,7400 VINTAGE HILLS DR,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,138,321","10,089,509"
6/22/2015,807,M,BLACK,7700 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,324","10,053,059"
6/22/2015,"1,140",M,BLACK,6700 WENTWORTH DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,149,180","10,080,685"
6/22/2015,"1,238",F,BLACK,700 BLOCK AIRPORT BLVD,NO = 2,,,,"3,130,278","10,065,691"
6/22/2015,"1,548",M,HISPANIC OR LATINO,7800 BLOCK N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,391","10,096,938"
6/22/2015,"1,717",F,HISPANIC OR LATINO,E 38TH HALF ST / N IH 35 SVRD NB,NO = 2,,,,"3,121,476","10,080,631"
6/22/2015,"1,742",M,WHITE,S IH 35 SVRD NB / E BEN WHITE BLVD SVRD EB,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,087","10,051,584"
6/22/2015,"1,958",M,WHITE,5419 S CONGRESS AVE,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,105,106","10,048,151"
6/22/2015,"2,217",F,BLACK,500 E 7TH ST,YES = 1,VIOLATION OF PENAL CODE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,952","10,070,759"
6/22/2015,"2,237",M,HISPANIC OR LATINO,CAMERON RD / FERGUSON LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,134,250","10,099,504"
6/22/2015,"2,241",M,HISPANIC OR LATINO,5029 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,700","10,081,904"
6/22/2015,"2,305",M,HISPANIC OR LATINO,4400 TERI RD,YES = 1,,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,970","10,045,200"
6/22/2015,"2,305",M,HISPANIC OR LATINO,4400 TERI RD,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,970","10,045,200"
6/22/2015,"2,305",F,HISPANIC OR LATINO,4400 TERI RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,970","10,045,200"
6/22/2015,"2,305",F,WHITE,4400 TERI RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,970","10,045,200"
6/22/2015,"2,307",F,WHITE,8000 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,670","10,098,169"
6/22/2015,"2,328",M,HISPANIC OR LATINO,9600 N LAMAR BLVD,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,270","10,106,589"
6/22/2015,"2,330",F,WHITE,11405 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,134,961","10,111,475"
6/23/2015,527,F,BLACK,100 E PARMER LN,NO = 2,,,,"3,137,394","10,121,317"
6/23/2015,309,F,BLACK,6605 ED BLUESTEIN BLVD NB,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,139,836","10,085,475"
6/23/2015,258,F,WHITE,2800 SAN GABRIEL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,653","10,080,189"
6/23/2015,253,M,HISPANIC OR LATINO,6306 E RIVERSIDE DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,258","10,055,405"
6/23/2015,252,M,WHITE,400 E 8TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,670","10,071,111"
6/23/2015,405,F,ASIAN,2300 S IH 35 SB,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,054","10,058,287"
6/23/2015,"1,145",M,HISPANIC OR LATINO,5700 BLOCK N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,013","10,088,082"
6/23/2015,"1,259",M,BLACK,1600 ROYAL HILL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,322","10,056,249"
6/23/2015,"1,252",M,WHITE,2200 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,106,163","10,069,864"
6/23/2015,"1,834",M,BLACK,13600 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,135,216","10,127,452"
6/23/2015,"1,837",M,WHITE,13600 BLOCK N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,097,392","10,136,916"
6/23/2015,"2,032",M,HISPANIC OR LATINO,500 LIGHTSEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,107,961","10,057,382"
6/23/2015,"2,126",M,HISPANIC OR LATINO,5706 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,312","10,084,623"
6/23/2015,"2,136",M,ASIAN,4600 ELMONT DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,853","10,060,648"
6/23/2015,"2,200",F,HISPANIC OR LATINO,AIRPORT BLVD / E 49TH HALF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,567","10,086,205"
6/23/2015,"2,219",M,HISPANIC OR LATINO,SPRINGDALE RD / ROGGE LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,994","10,083,111"
6/23/2015,"2,335",F,BLACK,2600 BLOCK S IH 35 SB,NO = 2,,,,"3,114,287","10,056,702"
6/23/2015,"2,254",M,HISPANIC OR LATINO,5700 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,793","10,037,336"
6/23/2015,"2,326",M,WHITE,1864 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,839","10,115,919"
6/23/2015,"2,313",M,BLACK,1800 BLOCK CHESTNUT AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,286","10,075,223"
6/24/2015,20,M,WHITE,2000 BLOCK E 13TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,762","10,073,493"
6/23/2015,"2,318",F,HISPANIC OR LATINO,5210 MANOR RD,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,822","10,082,715"
6/23/2015,"2,318",F,HISPANIC OR LATINO,5210 MANOR RD,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,822","10,082,715"
6/23/2015,"2,328",M,WHITE,100 W BEN WHITE BLVD WB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,107,888","10,054,362"
6/24/2015,26,M,BLACK,1400 BLOCK CHESTNUT AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,511","10,074,140"
6/24/2015,49,M,HISPANIC OR LATINO,4200 BLOCK GUADALUPE ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,500","10,085,374"
6/24/2015,23,M,WHITE,8500 MANCHACA RD,YES = 1,,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,091,972","10,040,761"
6/24/2015,256,F,WHITE,3500 GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,106","10,082,914"
6/24/2015,55,F,HISPANIC OR LATINO,N LAMAR BLVD / W KOENIG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,017","10,091,918"
6/24/2015,"2,044",F,WHITE,10900 BLOCK RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,348","10,119,105"
6/24/2015,140,M,BLACK,HARPERS FERRY LN / BRODIE LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,085,733","10,047,889"
6/24/2015,307,M,HISPANIC OR LATINO,4700 E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,189","10,058,144"
6/24/2015,530,M,HISPANIC OR LATINO,2600 BLOCK S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,287","10,056,702"
6/24/2015,229,M,HISPANIC OR LATINO,E STASSNEY LN / S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,744","10,047,568"
6/24/2015,353,M,BLACK,1400 BLOCK ALAMO ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,898","10,074,025"
6/24/2015,"1,745",M,HISPANIC OR LATINO,1900 BLOCK ROSEWOOD AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,838","10,071,595"
6/24/2015,"1,843",M,BLACK,1425 E 12TH ST,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,120,198","10,072,629"
6/24/2015,"1,933",F,HISPANIC OR LATINO,4000 S US 183 HWY NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,232","10,043,879"
6/24/2015,"2,003",M,WHITE,11885 JOLLYVILLE RD,NO = 2,,,,"3,108,686","10,127,370"
6/24/2015,"2,003",M,HISPANIC OR LATINO,11885 JOLLYVILLE RD,YES = 1,,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,108,686","10,127,370"
6/24/2015,"2,358",M,HISPANIC OR LATINO,METRIC BLVD / W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,141","10,116,194"
6/24/2015,"2,102",M,HISPANIC OR LATINO,E RIVERSIDE DR / TINNIN FORD RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,526","10,060,752"
6/25/2015,54,M,WHITE,8071 N LAMAR BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,583","10,100,179"
6/24/2015,"2,249",F,BLACK,700 NECHES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,844","10,070,698"
6/24/2015,"2,157",M,WHITE,4200 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,258","10,118,713"
6/24/2015,"2,221",F,WHITE,854 S MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,102,010","10,069,990"
6/24/2015,"2,346",F,WHITE,1200 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,731","10,072,438"
6/25/2015,326,M,HISPANIC OR LATINO,W WILLIAM CANNON DR / BILL HUGHES RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,101,573","10,044,111"
6/25/2015,114,M,HISPANIC OR LATINO,N IH 35 SVRD NB / E ST JOHNS AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,098","10,094,499"
6/25/2015,324,M,WHITE,E 15TH ST / CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,281","10,073,996"
6/25/2015,122,F,HISPANIC OR LATINO,4100 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,841","10,081,731"
6/25/2015,150,M,BLACK,2800 S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,108","10,056,331"
6/25/2015,515,M,WHITE,W BEN WHITE BLVD SVRD WB / MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,100,345","10,056,714"
6/25/2015,207,M,WHITE,1600 W CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,107,656","10,071,942"
6/25/2015,654,M,HISPANIC OR LATINO,2400 METCALFE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,796","10,057,022"
6/25/2015,543,M,WHITE,CHICON ST / E 21ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,863","10,075,914"
6/25/2015,703,M,WHITE,4600 ED BLUESTEIN BLVD SB,NO = 2,,,,"3,138,292","10,076,594"
6/25/2015,"1,224",M,BLACK,830 E RUNDBERG LN,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,297","10,103,714"
6/25/2015,"1,310",M,HISPANIC OR LATINO,1700 WILLOW CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,640","10,059,606"
6/25/2015,"1,734",F,WHITE,3500 N MOPAC EXPY NB,YES = 1,CALL FOR SERVICE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,109,412","10,085,602"
