REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE
1/2/2015,222,M,BLACK,MANOR RD / ROGGE LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,403","10,084,477"
1/2/2015,400,M,BLACK,MANOR RD / E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,645","10,082,117"
1/2/2015,"1,947",M,BLACK,10300 BURNET RD,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,475","10,114,196"
1/2/2015,"2,045",F,WHITE,S IH 35 SVRD SB / WOODWARD ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,147","10,054,510"
1/2/2015,"2,223",F,BLACK,13600 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,097,271","10,137,435"
1/2/2015,"2,228",M,HISPANIC OR LATINO,9400 MIDDLE FISKVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,341","10,103,786"
1/3/2015,215,M,HISPANIC OR LATINO,2500 E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,704","10,059,020"
1/3/2015,11,M,WHITE,13400 N US 183 HWY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,098,246","10,135,314"
1/2/2015,"2,311",M,HISPANIC OR LATINO,AIRPORT BLVD / MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,657","10,077,650"
1/2/2015,"2,244",F,WHITE,2400 GUADALUPE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,481","10,077,929"
1/3/2015,459,M,HISPANIC OR LATINO,306 W RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,722","10,105,408"
1/3/2015,150,F,WHITE,10205 N LAMAR BLVD,YES = 1,SUSPICIOUS PERSON / VEHICLE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,129,643","10,108,927"
1/3/2015,223,M,WHITE,E 7TH ST / SAN JACINTO BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,184","10,070,857"
1/3/2015,157,F,WHITE,1600 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,107,953","10,073,117"
1/3/2015,200,M,HISPANIC OR LATINO,9200 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,570","10,105,025"
1/3/2015,200,M,HISPANIC OR LATINO,9200 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,570","10,105,025"
1/3/2015,206,M,WHITE,2463 RUTLAND DR,NO = 2,,,,"3,119,712","10,112,641"
1/3/2015,206,M,WHITE,2463 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,712","10,112,641"
1/3/2015,605,F,BLACK,1400 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,854","10,108,083"
1/3/2015,605,M,BLACK,1400 RUTLAND DR,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,854","10,108,083"
1/3/2015,502,M,HISPANIC OR LATINO,200 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,454","10,059,910"
1/3/2015,512,M,HISPANIC OR LATINO,4800 BLOCK PUTTERS CV,YES = 1,CALL FOR SERVICE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,139","10,044,135"
1/3/2015,715,M,HISPANIC OR LATINO,3000 ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,136,983","10,070,629"
1/3/2015,"1,118",M,WHITE,1700 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,980","10,058,043"
1/3/2015,"1,145",F,HISPANIC OR LATINO,800 E 11TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,592","10,071,666"
1/3/2015,"1,205",M,HISPANIC OR LATINO,1600 S IH 35 NB,NO = 2,CALL FOR SERVICE,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,512","10,061,143"
1/3/2015,"2,104",M,BLACK,1400 ASTOR PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,370","10,076,107"
1/3/2015,"2,047",F,BLACK,2400 BLOCK W PARMER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,051","10,125,849"
1/3/2015,"2,258",M,BLACK,1100 NAVASOTA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,293","10,071,013"
1/3/2015,"2,136",M,BLACK,BOLM RD / PERRY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,132,142","10,066,972"
1/3/2015,"2,302",F,BLACK,11200 RESEARCH BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,419","10,121,631"
1/3/2015,"2,305",M,HISPANIC OR LATINO,10205 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,643","10,108,927"
1/3/2015,"2,225",M,HISPANIC OR LATINO,TERI RD / S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,482","10,044,899"
1/3/2015,"2,240",M,HISPANIC OR LATINO,2700 E MARTIN LUTHER KING JR BLVD,NO = 2,,,,"3,123,514","10,075,739"
1/3/2015,"2,338",F,WHITE,W BRAKER LN / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,136","10,112,574"
1/3/2015,"2,248",F,HISPANIC OR LATINO,4600 E BEN WHITE BLVD SVRD WB,NO = 2,,,,"3,118,484","10,051,585"
1/3/2015,"2,339",M,HISPANIC OR LATINO,6200 BLOCK N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,215","10,091,382"
1/4/2015,155,M,BLACK,801 E ST JOHNS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,126,193","10,094,426"
1/3/2015,"2,304",F,BLACK,MANOR RD / E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,131,645","10,082,117"
1/4/2015,5,M,HISPANIC OR LATINO,1009 W DITTMAR RD,NO = 2,,,,"3,096,392","10,039,911"
1/4/2015,205,M,BLACK,MANOR RD / BERKMAN DR,YES = 1,,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,100","10,078,724"
1/3/2015,"2,337",M,HISPANIC OR LATINO,5905 NUCKOLS CROSSING RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,084","10,041,246"
1/4/2015,28,M,BLACK,SPRINGDALE RD / E MARTIN LUTHER KING JR BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,150","10,077,671"
1/4/2015,59,F,HISPANIC OR LATINO,10300 BLOCK BURNET RD,NO = 2,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,586","10,114,646"
1/4/2015,233,M,ASIAN,1400 BLOCK N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,107,544","10,077,108"
1/4/2015,52,M,WHITE,1100 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,419","10,072,168"
1/4/2015,138,M,HISPANIC OR LATINO,W PARMER LN / METRIC BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,539","10,123,921"
1/6/2015,"1,048",M,HISPANIC OR LATINO,E ANDERSON LN SVRD WB / NORTHCREST BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,568","10,098,650"
1/6/2015,"1,048",M,HISPANIC OR LATINO,E ANDERSON LN SVRD WB / NORTHCREST BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,568","10,098,650"
1/4/2015,240,M,HISPANIC OR LATINO,2700 N MOPAC EXPY NB,NO = 2,,,,"3,109,221","10,081,804"
1/4/2015,529,M,HISPANIC OR LATINO,2020 E RIVERSIDE DR,YES = 1,VIOLATION OF PENAL CODE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,503","10,061,035"
1/4/2015,513,F,WHITE,1100 BLOCK AIRPORT BLVD,NO = 2,,,,"3,129,519","10,069,208"
1/4/2015,402,F,BLACK,OAK SPRINGS DR / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,435","10,073,082"
1/4/2015,"1,014",M,BLACK,BURTON DR / WOODLAND AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,102","10,059,185"
1/4/2015,930,M,WHITE,1723 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,017","10,057,903"
1/4/2015,951,F,HISPANIC OR LATINO,102 W POWELL LN,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,126,082","10,100,114"
1/4/2015,"1,118",M,BLACK,METRIC BLVD / GRACY FARMS LN,NO = 2,,,,"3,125,303","10,118,382"
1/4/2015,"1,138",F,HISPANIC OR LATINO,BOLM RD / ED BLUESTEIN BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,134,240","10,065,954"
1/6/2015,"2,153",M,HISPANIC OR LATINO,1100 W 6TH ST,NO = 2,,,,"3,110,419","10,072,168"
1/4/2015,"1,709",M,HISPANIC OR LATINO,AIRPORT BLVD / E 53RD ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,673","10,087,662"
1/4/2015,"2,333",M,BLACK,1800 BLOCK MAPLE AVE,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,606","10,075,119"
1/4/2015,"2,333",F,WHITE,1800 BLOCK MAPLE AVE,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,606","10,075,119"
1/4/2015,"2,043",M,WHITE,7600 BLOCK BURNET RD,NO = 2,,,,"3,116,459","10,101,744"
1/4/2015,"2,043",M,WHITE,7600 BLOCK BURNET RD,NO = 2,,,,"3,116,459","10,101,744"
1/4/2015,"2,128",M,MIDDLE EASTERN,100 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,578","10,068,464"
1/4/2015,"2,134",M,BLACK,800 WILLOW ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,521","10,067,905"
1/4/2015,"2,147",M,BLACK,9800 BLOCK BURNET RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,119,136","10,112,384"
1/4/2015,"2,354",M,BLACK,3900 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,913","10,079,075"
1/4/2015,"2,354",F,BLACK,3900 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,913","10,079,075"
1/5/2015,34,M,WHITE,5100 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,394","10,086,446"
1/4/2015,"2,202",M,BLACK,1800 SIMOND AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,807","10,081,893"
1/5/2015,18,M,HISPANIC OR LATINO,1601 E ANDERSON LN SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,691","10,093,379"
1/5/2015,18,F,HISPANIC OR LATINO,1601 E ANDERSON LN SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,691","10,093,379"
1/4/2015,"2,239",M,HISPANIC OR LATINO,800 BLOCK E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,117,265","10,070,264"
1/4/2015,"2,224",M,HISPANIC OR LATINO,2000 BLOCK N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,845","10,075,464"
1/4/2015,"2,315",M,HISPANIC OR LATINO,10400 RESEARCH BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,972","10,117,365"
1/4/2015,"2,253",M,WHITE,2500 DURWOOD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,109,407","10,060,212"
1/4/2015,"2,253",M,BLACK,300 S CONGRESS AVE,NO = 2,,,,"3,113,142","10,067,263"
1/4/2015,"2,312",M,HISPANIC OR LATINO,11000 DESSAU RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,136,961","10,108,024"
1/5/2015,11,M,WHITE,5900 BLOCK GROVER AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,076","10,093,468"
1/4/2015,"2,355",M,HISPANIC OR LATINO,7900 N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,070","10,104,898"
1/5/2015,129,M,WHITE,300 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,399","10,075,178"
1/5/2015,23,M,HISPANIC OR LATINO,W CRESTLAND DR / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,149","10,097,960"
1/5/2015,57,M,BLACK,1100 BLOCK W 6TH ST,NO = 2,,,,"3,110,419","10,072,168"
1/5/2015,124,M,BLACK,9439 NORTH CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,806","10,104,882"
1/5/2015,107,M,WHITE,12900 N US 183 HWY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,103,369","10,131,495"
1/5/2015,120,M,WHITE,100 S 1ST ST,NO = 2,,,,"3,112,578","10,068,464"
1/5/2015,127,F,WHITE,7300 BLOCK S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,102,835","10,040,921"
1/5/2015,203,M,WHITE,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,739","10,071,612"
1/5/2015,345,M,HISPANIC OR LATINO,9515 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,128,694","10,106,147"
1/5/2015,214,F,WHITE,6800 BLOCK ED BLUESTEIN BLVD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,139,230","10,088,114"
1/5/2015,630,M,HISPANIC OR LATINO,7800 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,391","10,096,938"
1/5/2015,329,F,HISPANIC OR LATINO,200 W OLTORF ST,NO = 2,,,,"3,110,447","10,060,547"
1/5/2015,349,M,HISPANIC OR LATINO,E 38TH HALF ST / N IH 35 SVRD NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,476","10,080,631"
1/5/2015,714,M,BLACK,5300 MIDDLE FISKVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,122,545","10,088,057"
1/5/2015,"1,148",M,HISPANIC OR LATINO,1600 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,118,213","10,062,790"
1/5/2015,803,F,HISPANIC OR LATINO,3600 PRESIDENTIAL BLVD,YES = 1,CALL FOR SERVICE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,138,768","10,047,351"
1/5/2015,912,F,WHITE,3800 PRESIDENTIAL BLVD,NO = 2,,,,"3,140,101","10,048,662"
1/5/2015,"1,222",F,HISPANIC OR LATINO,1300 EXPOSITION BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,104,587","10,078,190"
1/5/2015,"1,202",M,BLACK,8700 BLOCK RESEARCH BLVD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,121,593","10,104,953"
1/5/2015,"1,202",M,BLACK,8700 BLOCK RESEARCH BLVD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,121,593","10,104,953"
1/5/2015,"1,422",M,HISPANIC OR LATINO,1600 BRASSIE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,206","10,056,716"
1/5/2015,"1,430",M,WHITE,1400 PARK CENTER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,132,406","10,097,101"
1/5/2015,"1,430",M,HISPANIC OR LATINO,1400 PARK CENTER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,,"3,132,406","10,097,101"
1/5/2015,"1,434",M,HISPANIC OR LATINO,800 E 53RD HALF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,122,862","10,088,034"
1/5/2015,"1,838",M,WHITE,6100 BLOCK N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,004","10,091,029"
1/5/2015,"1,914",M,HISPANIC OR LATINO,2900 MANOR RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,405","10,077,491"
1/5/2015,"2,117",M,HISPANIC OR LATINO,GEORGIAN DR / E ANDERSON LN SVRD WB,YES = 1,SUSPICIOUS PERSON / VEHICLE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,568","10,098,650"
1/5/2015,"1,952",M,BLACK,8900 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,097,364","10,036,112"
1/5/2015,"1,952",M,BLACK,8900 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,097,364","10,036,112"
1/5/2015,"2,042",F,WHITE,13729 N US 183 HWY SVRD NB,NO = 2,,,,"3,097,077","10,139,722"
1/5/2015,"2,125",M,WHITE,6800 ONION CREEK DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,382","10,037,578"
1/5/2015,"2,221",M,HISPANIC OR LATINO,7800 N IH 35 SVRD SB,YES = 1,PRE-EXISTING KNOWLEDGE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,127,097","10,097,584"
1/5/2015,"2,201",F,WHITE,11700 STONEHOLLOW DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,123,637","10,118,639"
1/5/2015,"2,148",M,HISPANIC OR LATINO,TERI RD / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,090","10,047,869"
1/5/2015,"2,148",F,HISPANIC OR LATINO,TERI RD / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,110,090","10,047,869"
1/5/2015,"2,221",M,HISPANIC OR LATINO,2400 BLOCK WICKERSHAM LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,814","10,056,202"
1/5/2015,"2,237",M,HISPANIC OR LATINO,1112 VASQUEZ ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,777","10,057,239"
